CAMPUS,CACKDTL,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
"221901108","EWMNY","DYESS EL","N","TAYLOR","221","E","ABILENE ISD","KG - 05","E"," "," ","14"
"221901110","N","FANNIN EL","N","TAYLOR","221","R","ABILENE ISD","KG - 05","E"," "," ","14"
"221901112","EWN","JACKSON EL","N","TAYLOR","221","R","ABILENE ISD","KG - 05","E"," "," ","14"
"221901113","Y","JOHNSTON EL","N","TAYLOR","221","R","ABILENE ISD","KG - 05","E"," "," ","14"
"221901008"," ","JUVENILE DETENTION CENTER","N","TAYLOR","221","X","ABILENE ISD","07 - 11","S"," "," ","14"
"221901116","MNY","LEE EL","N","TAYLOR","221","R","ABILENE ISD","KG - 05","E"," "," ","14"
"221901117"," ","LOCUST ECC","N","TAYLOR","221","X","ABILENE ISD","EE - PK","E","221901000","ABILENE ISD","14"
"221901118","NZ","LONG EL","N","TAYLOR","221","A","ABILENE ISD","KG - 05","E"," "," ","14"
"221901044","WY","MADISON MIDDLE","N","TAYLOR","221","A","ABILENE ISD","06 - 08","M"," "," ","14"
"221901045"," ","MANN MIDDLE","N","TAYLOR","221","A","ABILENE ISD","06 - 08","M"," "," ","14"
"221901152"," ","ORTIZ EL","N","TAYLOR","221","A","ABILENE ISD","KG - 05","E"," "," ","14"
"221901120","EZ","REAGAN EL","N","TAYLOR","221","A","ABILENE ISD","KG - 05","E"," "," ","14"
"221901124"," ","SAM HOUSTON","N","TAYLOR","221","X","ABILENE ISD","KG - 12","B"," "," ","14"
"221901128"," ","SP ED O J T","N","TAYLOR","221","X","ABILENE ISD","EE - EE","E"," "," ","14"
"221901007"," ","TAYLOR COUNTY LEARNING CENTER","N","TAYLOR","221","X","ABILENE ISD","07 - 12","S"," "," ","14"
"221901121","NY","TAYLOR EL","N","TAYLOR","221","A","ABILENE ISD","KG - 05","E"," "," ","14"
"221901151","MN","THOMAS EL","N","TAYLOR","221","R","ABILENE ISD","KG - 05","E"," "," ","14"
"221901006"," ","TRAVIS OPPORTUNITY CTR","N","TAYLOR","221","X","ABILENE ISD","06 - 12","B"," "," ","14"
"221901150","EW","WARD EL","N","TAYLOR","221","A","ABILENE ISD","KG - 05","E"," "," ","14"
"221901003"," ","WOODSON CENTER FOR EXCELLENCE","N","TAYLOR","221","1","ABILENE ISD","09 - 12","S"," "," ","14"
"221901125"," ","WOODSON ECC","N","TAYLOR","221","X","ABILENE ISD","EE - PK","E","221901000","ABILENE ISD","14"
"014901101","Y","ACADEMY EL","N","BELL","014","A","ACADEMY ISD","EE - 04","E"," "," ","12"
"014901001","UVJS","ACADEMY H S","N","BELL","014","R","ACADEMY ISD","09 - 12","S"," "," ","12"
"014901041","EWNSY","ACADEMY J H","N","BELL","014","R","ACADEMY ISD","05 - 08","M"," "," ","12"
"101810002","Z","ACADEMY OF ACCELERATED LEARNING","Y","HARRIS","101","R","ACADEMY OF ACCELERATED LEARNING IN","PK - 05","E"," "," ","04"
"015816001","A","ACADEMY OF CAREERS AND TECHNOLOGIE","Y","BEXAR","015","1","ACADEMY OF CAREERS AND TECHNOLOGIE","09 - 12","S"," "," ","20"
"057810101"," ","ACADEMY OF DALLAS","Y","DALLAS","057","A","ACADEMY OF DALLAS","PK - 08","E"," "," ","10"
"101849101","EMNX","ACCELERATED INTERDISCIPLINARY ACAD","Y","HARRIS","101","R","ACCELERATED INTERMEDIATE ACADEMY","PK - 06","E"," "," ","04"
"180903001","RUVES","ADRIAN SCHOOL","N","OLDHAM","180","R","ADRIAN ISD","PK - 12","B"," "," ","16"
"057806101","ARJX","ADVANTAGE ACADEMY","Y","DALLAS","057","A","ADVANTAGE ACADEMY","PK - 12","B"," "," ","10"
"178901101","X","AGUA DULCE ELEMENTARY SCHOOL","N","NUECES","178","A","AGUA DULCE ISD","PK - 05","E"," "," ","02"
"178901001","RVJX","AGUA DULCE H S","N","NUECES","178","A","AGUA DULCE ISD","06 - 12","B"," "," ","02"
"015901001","PVJS","ALAMO HEIGHTS H S","N","BEXAR","015","A","ALAMO HEIGHTS ISD","09 - 12","S"," "," ","20"
"015901041","WS","ALAMO HEIGHTS J H","N","BEXAR","015","A","ALAMO HEIGHTS ISD","06 - 08","M"," "," ","20"
"015901002"," ","BEXAR CO J J A E P","N","BEXAR","015","X","ALAMO HEIGHTS ISD","08 - 08","M"," "," ","20"
"015901101"," ","CAMBRIDGE EL","N","BEXAR","015","A","ALAMO HEIGHTS ISD","01 - 05","E"," "," ","20"
"015901102"," ","HOWARD EL","N","BEXAR","015","X","ALAMO HEIGHTS ISD","EE - KG","E","015901000","ALAMO HEIGHTS ISD","20"
"015901104","EWMNZ","WOODRIDGE EL","N","BEXAR","015","R","ALAMO HEIGHTS ISD","01 - 05","E"," "," ","20"
"250906101","ENZ","ALBA-GOLDEN EL","N","WOOD","250","R","ALBA-GOLDEN ISD","PK - 05","E"," "," ","07"
"250906001","UVW","ALBA-GOLDEN H S","N","WOOD","250","A","ALBA-GOLDEN ISD","06 - 12","B"," "," ","07"
"250906002"," ","ALTER SCHOOL","N","WOOD","250","1","ALBA-GOLDEN ISD","08 - 08","M"," "," ","07"
"209901001","ARJWS","ALBANY JR-SR H S","N","SHACKELFORD","209","A","ALBANY ISD","07 - 12","S"," "," ","14"
"209901101","EWMN","NANCY SMITH EL","N","SHACKELFORD","209","R","ALBANY ISD","EE - 06","E"," "," ","14"
"101902001","VS","ALDINE H S","N","HARRIS","101","A","ALDINE ISD","09 - 12","S"," "," ","04"
"101902099"," ","ALDINE J J A E P","N","HARRIS","101","X","ALDINE ISD","06 - 09","M"," "," ","04"
"101902041","S","ALDINE MIDDLE","N","HARRIS","101","A","ALDINE ISD","07 - 08","M"," "," ","04"
"101902081"," ","ALDINE NINTH GRADE SCHOOL","N","HARRIS","101","R","ALDINE ISD","09 - 09","S"," "," ","04"
"101902101","E","ANDERSON ACADEMY","N","HARRIS","101","R","ALDINE ISD","01 - 03","E"," "," ","04"
"101902102","AEX","BETHUNE ACADEMY","N","HARRIS","101","A","ALDINE ISD","03 - 04","E"," "," ","04"
"101902126","AX","BLACK EL","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902131","A","BUSSEY EL","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902128"," ","CALVERT EL","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902066","Y","CARAWAY INT","N","HARRIS","101","A","ALDINE ISD","05 - 06","M"," "," ","04"
"101902122","X","CARMICHAEL EL","N","HARRIS","101","A","ALDINE ISD","KG - 04","E"," "," ","04"
"101902103","A","CARROLL ACADEMY","N","HARRIS","101","E","ALDINE ISD","KG - 04","E"," "," ","04"
"101902107","AX","CARTER ACADEMY","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902002","ARUVJS","CARVER H S FOR APPLIED TECH/ENGINE","N","HARRIS","101","R","ALDINE ISD","09 - 12","S"," "," ","04"
"101902123","X","CONLEY ELEMENTARY","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902155"," ","DE SANTIAGO EC/PRE-K CENTER","N","HARRIS","101","X","ALDINE ISD","EE - PK","E","101902128","CALVERT EL","04"
"101902042","AES","DREW ACADEMY","N","HARRIS","101","R","ALDINE ISD","07 - 08","M"," "," ","04"
"101902124"," ","DUNN EL","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902061","Z","ECKERT INT","N","HARRIS","101","A","ALDINE ISD","05 - 06","M"," "," ","04"
"101902004","S","EISENHOWER H S","N","HARRIS","101","A","ALDINE ISD","09 - 12","S"," "," ","04"
"101902084"," ","EISENHOWER NINTH GRADE SCHOOL","N","HARRIS","101","A","ALDINE ISD","09 - 09","S"," "," ","04"
"101902121","X","ERMEL EL","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902063","AENZ","ESCAMILLA INT","N","HARRIS","101","R","ALDINE ISD","05 - 06","M"," "," ","04"
"101902105"," ","FRANCIS EL","N","HARRIS","101","A","ALDINE ISD","KG - 04","E"," "," ","04"
"101902163"," ","GARCIA-LEZA EC/PRE-K CENTER","N","HARRIS","101","X","ALDINE ISD","EE - PK","E","101902111","OLESON EL","04"
"101902106","X","GOODMAN EL","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902048","AS","GRANTHAM ACADEMY","N","HARRIS","101","R","ALDINE ISD","07 - 08","M"," "," ","04"
"101902125"," ","GRAY EL","N","HARRIS","101","A","ALDINE ISD","KG - 04","E"," "," ","04"
"101902013"," ","HALL EDUCATION CENTER","N","HARRIS","101","1","ALDINE ISD","09 - 12","S"," "," ","04"
"101902043","S","HAMBRICK MIDDLE","N","HARRIS","101","R","ALDINE ISD","07 - 08","M"," "," ","04"
"101902129","A","HARRIS ACADEMY","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902069"," ","HILL INT","N","HARRIS","101","A","ALDINE ISD","05 - 06","M"," "," ","04"
"101902153"," ","HINOJOSA EC/PRE-K CENTER","N","HARRIS","101","X","ALDINE ISD","EE - PK","E","101902119","STEPHENS EL","04"
"101902046"," ","HOFFMAN MIDDLE","N","HARRIS","101","A","ALDINE ISD","07 - 08","M"," "," ","04"
"101902062","AMNZ","HOUSTON ACADEMY","N","HARRIS","101","R","ALDINE ISD","05 - 06","M"," "," ","04"
"101902116"," ","JOHNSON EL","N","HARRIS","101","A","ALDINE ISD","KG - 04","E"," "," ","04"
"101902165"," ","JONES EC/PRE-K CENTER","N","HARRIS","101","X","ALDINE ISD","EE - KG","E","101902134","JONES EL","04"
"101902134","X","JONES EL","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902151"," ","KEEBLE EC/PRE-K CENTER","N","HARRIS","101","X","ALDINE ISD","EE - PK","E","101902131","BUSSEY EL","04"
"101902164"," ","KUJAWA EC/PRE-K CENTER","N","HARRIS","101","X","ALDINE ISD","EE - PK","E","101902130","KUJAWA EL","04"
"101902130","X","KUJAWA EL","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902108"," ","LANE SCHOOL","N","HARRIS","101","A","ALDINE ISD","EE - 12","B"," "," ","04"
"101902052","S","LEWIS MIDDLE","N","HARRIS","101","A","ALDINE ISD","07 - 08","M"," "," ","04"
"101902003","RJS","MACARTHUR H S","N","HARRIS","101","A","ALDINE ISD","09 - 12","S"," "," ","04"
"101902083"," ","MACARTHUR NINTH GRADE SCHOOL","N","HARRIS","101","R","ALDINE ISD","09 - 09","S"," "," ","04"
"101902120","EM","MAGRILL EL","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902070","ANZ","MARCELLA INT","N","HARRIS","101","R","ALDINE ISD","05 - 06","M"," "," ","04"
"101902109","AEM","MENDEL ELEMENTARY","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902005","S","NIMITZ H S","N","HARRIS","101","A","ALDINE ISD","09 - 12","S"," "," ","04"
"101902085"," ","NIMITZ NINTH GRADE SCHOOL","N","HARRIS","101","A","ALDINE ISD","09 - 09","S"," "," ","04"
"101902115","AMX","ODOM EL","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902111","AEWMX","OLESON EL","N","HARRIS","101","E","ALDINE ISD","KG - 04","E"," "," ","04"
"101902112","E","ORANGE GROVE EL","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902065","AY","PARKER INT","N","HARRIS","101","A","ALDINE ISD","05 - 06","M"," "," ","04"
"101902051","SX","PLUMMER MIDDLE SCHOOL","N","HARRIS","101","R","ALDINE ISD","07 - 08","M"," "," ","04"
"101902072","Y","RAYFORD INT","N","HARRIS","101","R","ALDINE ISD","05 - 06","M"," "," ","04"
"101902113","M","RAYMOND ACADEMY","N","HARRIS","101","E","ALDINE ISD","KG - 04","E"," "," ","04"
"101902104"," ","REECE ACADEMY","N","HARRIS","101","X","ALDINE ISD","PK - KG","E","101902101","ANDERSON ACADEMY","04"
"101902068","A","REED ACADEMY","N","HARRIS","101","A","ALDINE ISD","05 - 06","M"," "," ","04"
"101902118","AEX","SAMMONS EL","N","HARRIS","101","E","ALDINE ISD","KG - 04","E"," "," ","04"
"101902047","S","SHOTWELL MIDDLE","N","HARRIS","101","A","ALDINE ISD","07 - 08","M"," "," ","04"
"101902114","EMX","SMITH ACADEMY","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902132"," ","SPENCE EL","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902064","ANZ","STEHLIK INT","N","HARRIS","101","R","ALDINE ISD","05 - 06","M"," "," ","04"
"101902119","AEMX","STEPHENS EL","N","HARRIS","101","E","ALDINE ISD","KG - 04","E"," "," ","04"
"101902127","X","STOVALL ACADEMY","N","HARRIS","101","A","ALDINE ISD","KG - 04","E"," "," ","04"
"101902044","S","STOVALL MIDDLE","N","HARRIS","101","R","ALDINE ISD","07 - 08","M"," "," ","04"
"101902045","SX","TEAGUE MIDDLE","N","HARRIS","101","A","ALDINE ISD","07 - 08","M"," "," ","04"
"101902117","AEWMX","THOMPSON EL","N","HARRIS","101","E","ALDINE ISD","KG - 04","E"," "," ","04"
"101902008","ADUVEMNS","VICTORY EARLY COLLEGE H S","N","HARRIS","101","E","ALDINE ISD","09 - 12","S"," "," ","04"
"101902154"," ","VINES EC/PRE-K CENTER","N","HARRIS","101","X","ALDINE ISD","EE - PK","E","101902121","ERMEL EL","04"
"101902067"," ","WILSON INT","N","HARRIS","101","R","ALDINE ISD","05 - 06","M"," "," ","04"
"101902110","AEM","WORSHAM EL","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"184907001","PCRVJS","ALEDO H S","N","PARKER","184","A","ALEDO ISD","10 - 12","S"," "," ","11"
"184907041","EWSX","ALEDO MIDDLE","N","PARKER","184","A","ALEDO ISD","07 - 08","M"," "," ","11"
"184907009","EM","ALEDO NINTH GRADE CAMPUS","N","PARKER","184","E","ALEDO ISD","09 - 09","S"," "," ","11"
"184907102","EWMN","CODER EL","N","PARKER","184","E","ALEDO ISD","EE - 05","E"," "," ","11"
"184907110","X","MCANALLY INT","N","PARKER","184","R","ALEDO ISD","06 - 06","M"," "," ","11"
"184907104","MN","MCCALL EL","N","PARKER","184","R","ALEDO ISD","KG - 05","E"," "," ","11"
"184907103","EWMN","STUARD EL","N","PARKER","184","E","ALEDO ISD","KG - 05","E"," "," ","11"
"184907101","EWNY","VANDAGRIFF EL","N","PARKER","184","E","ALEDO ISD","KG - 05","E"," "," ","11"
"125901043"," ","ADAMS MIDDLE","N","JIM WELLS","125","A","ALICE ISD","07 - 08","M"," "," ","02"
"125901001"," ","ALICE H S","N","JIM WELLS","125","L","ALICE ISD","09 - 12","S"," "," ","02"
"125901041"," ","DUBOSE INT","N","JIM WELLS","125","A","ALICE ISD","05 - 06","M"," "," ","02"
"125901102","E","GARCIA EL","N","JIM WELLS","125","R","ALICE ISD","EE - 04","E"," "," ","02"
"125901101","EMX","HILLCREST EL","N","JIM WELLS","125","R","ALICE ISD","PK - 04","E"," "," ","02"
"125901042","Z","MEMORIAL INT","N","JIM WELLS","125","A","ALICE ISD","05 - 06","M"," "," ","02"
"125901104","WMX","NOONAN EL","N","JIM WELLS","125","R","ALICE ISD","EE - 04","E"," "," ","02"
"125901105","E","SAENZ EL","N","JIM WELLS","125","R","ALICE ISD","EE - 04","E"," "," ","02"
"125901106","WMX","SALAZAR EL","N","JIM WELLS","125","R","ALICE ISD","KG - 04","E"," "," ","02"
"125901107","EMX","SCHALLERT EL","N","JIM WELLS","125","R","ALICE ISD","PK - 04","E"," "," ","02"
"101903199"," ","ADMIN SERVICES","N","HARRIS","101","X","ALIEF ISD","KG - 12","B"," "," ","04"
"101903045","EWS","ALBRIGHT MIDDLE","N","HARRIS","101","R","ALIEF ISD","07 - 08","M"," "," ","04"
"101903114"," ","ALEXANDER EL","N","HARRIS","101","R","ALIEF ISD","EE - 04","E"," "," ","04"
"101903012","ADS","ALIEF EARLY COLLEGE H S","N","HARRIS","101","R","ALIEF ISD","09 - 11","S"," "," ","04"
"101903047"," ","ALIEF ISD J J A E P","N","HARRIS","101","X","ALIEF ISD","07 - 11","S"," "," ","04"
"101903041"," ","ALIEF MIDDLE","N","HARRIS","101","A","ALIEF ISD","06 - 08","M"," "," ","04"
"101903118"," ","BEST EL","N","HARRIS","101","A","ALIEF ISD","PK - 04","E"," "," ","04"
"101903102"," ","BOONE EL","N","HARRIS","101","A","ALIEF ISD","PK - 04","E"," "," ","04"
"101903145","Z","BUDEWIG INT","N","HARRIS","101","A","ALIEF ISD","05 - 06","M"," "," ","04"
"101903121","E","BUSH EL","N","HARRIS","101","R","ALIEF ISD","PK - 04","E"," "," ","04"
"101903104","X","CHAMBERS EL","N","HARRIS","101","R","ALIEF ISD","PK - 04","E"," "," ","04"
"101903108","EMNX","CHANCELLOR EL","N","HARRIS","101","R","ALIEF ISD","EE - 05","E"," "," ","04"
"101903122","N","COLLINS EL","N","HARRIS","101","R","ALIEF ISD","PK - 05","E"," "," ","04"
"101903112"," ","CUMMINGS EL","N","HARRIS","101","R","ALIEF ISD","EE - 04","E"," "," ","04"
"101903002","S","ELSIK H S","N","HARRIS","101","A","ALIEF ISD","09 - 12","S"," "," ","04"
"101903001","JS","HASTINGS H S","N","HARRIS","101","A","ALIEF ISD","09 - 12","S"," "," ","04"
"101903115","EZ","HEARNE EL","N","HARRIS","101","A","ALIEF ISD","EE - 04","E"," "," ","04"
"101903111","X","HEFLIN EL","N","HARRIS","101","R","ALIEF ISD","PK - 04","E"," "," ","04"
"101903120"," ","HICKS EL","N","HARRIS","101","A","ALIEF ISD","PK - 04","E"," "," ","04"
"101903124"," ","HOLMQUIST EL","N","HARRIS","101","A","ALIEF ISD","PK - 04","E"," "," ","04"
"101903044","SY","HOLUB MIDDLE","N","HARRIS","101","A","ALIEF ISD","07 - 08","M"," "," ","04"
"101903123","WX","HORN EL","N","HARRIS","101","E","ALIEF ISD","PK - 04","E"," "," ","04"
"101903107"," ","KENNEDY EL","N","HARRIS","101","R","ALIEF ISD","EE - 04","E"," "," ","04"
"101903006","ADPRUVJEMS","KERR H S","N","HARRIS","101","E","ALIEF ISD","09 - 12","S"," "," ","04"
"101903043"," ","KILLOUGH MIDDLE","N","HARRIS","101","A","ALIEF ISD","07 - 09","M"," "," ","04"
"101903141","Z","KLENTZMAN INT","N","HARRIS","101","A","ALIEF ISD","05 - 06","M"," "," ","04"
"101903116","X","LANDIS EL","N","HARRIS","101","R","ALIEF ISD","EE - 04","E"," "," ","04"
"101903109","EMNX","LIESTMAN EL","N","HARRIS","101","R","ALIEF ISD","PK - 05","E"," "," ","04"
"101903106","MX","MAHANAY EL","N","HARRIS","101","R","ALIEF ISD","EE - 04","E"," "," ","04"
"101903103"," ","MARTIN EL","N","HARRIS","101","R","ALIEF ISD","EE - 04","E"," "," ","04"
"101903143","Z","MATA INT","N","HARRIS","101","R","ALIEF ISD","05 - 06","M"," "," ","04"
"101903144","AENZ","MILLER INT","N","HARRIS","101","R","ALIEF ISD","05 - 06","M"," "," ","04"
"101903046","SY","O'DONNELL MIDDLE","N","HARRIS","101","A","ALIEF ISD","07 - 09","M"," "," ","04"
"101903042","S","OLLE MIDDLE","N","HARRIS","101","A","ALIEF ISD","07 - 08","M"," "," ","04"
"101903119","EMX","OUTLEY EL","N","HARRIS","101","R","ALIEF ISD","PK - 04","E"," "," ","04"
"101903140","NZ","OWENS INT","N","HARRIS","101","A","ALIEF ISD","05 - 06","M"," "," ","04"
"101903110","X","PETROSKY EL","N","HARRIS","101","R","ALIEF ISD","PK - 04","E"," "," ","04"
"101903113","EWMX","REES EL","N","HARRIS","101","E","ALIEF ISD","PK - 04","E"," "," ","04"
"101903105","X","SMITH EL","N","HARRIS","101","R","ALIEF ISD","PK - 04","E"," "," ","04"
"101903117","EWX","SNEED EL","N","HARRIS","101","R","ALIEF ISD","EE - 04","E"," "," ","04"
"101903003","S","TAYLOR H S","N","HARRIS","101","A","ALIEF ISD","09 - 12","S"," "," ","04"
"101903101","NX","YOUENS EL","N","HARRIS","101","R","ALIEF ISD","EE - 05","E"," "," ","04"
"101903142","Z","YOUNGBLOOD INT","N","HARRIS","101","R","ALIEF ISD","05 - 06","M"," "," ","04"
"101815101","EWM","ALIEF MONTESSORI COMMUNITY SCHOOL","Y","HARRIS","101","R","ALIEF MONTESSORI COMMUNITY SCHOOL","PK - 05","E"," "," ","04"
"043901001","APUVJS","ALLEN H S","N","COLLIN","043","R","ALLEN ISD","09 - 12","S"," "," ","10"
"043901102","N","ALTON BOYD EL","N","COLLIN","043","R","ALLEN ISD","KG - 06","E"," "," ","10"
"043901105","AEWMNZ","ALVIS C STORY EL","N","COLLIN","043","E","ALLEN ISD","KG - 06","E"," "," ","10"
"043901117","EWMN","BEVERLY CHEATHAM EL","N","COLLIN","043","R","ALLEN ISD","KG - 06","E"," "," ","10"
"043901110","AEWMN","BOLIN EL","N","COLLIN","043","E","ALLEN ISD","PK - 06","E"," "," ","10"
"043901114","AEWN","CARLENA CHANDLER EL","N","COLLIN","043","R","ALLEN ISD","EE - 06","E"," "," ","10"
"043901003"," ","COLLIN CO J J A E P","N","COLLIN","043","X","ALLEN ISD","10 - 12","S"," "," ","10"
"043901101","N","D L ROUNTREE EL","N","COLLIN","043","R","ALLEN ISD","EE - 06","E"," "," ","10"
"043901116","AWN","DAVID AND LYNDA OLSON EL","N","COLLIN","043","R","ALLEN ISD","EE - 06","E"," "," ","10"
"043901113","EWMN","DR E T BOON EL","N","COLLIN","043","E","ALLEN ISD","KG - 06","E"," "," ","10"
"043901044","AEWNS","ERECKSON MIDDLE","N","COLLIN","043","E","ALLEN ISD","07 - 08","M"," "," ","10"
"043901107","AEWMNY","FLOSSIE FLOYD GREEN EL","N","COLLIN","043","E","ALLEN ISD","KG - 06","E"," "," ","10"
"043901108","AEWMN","FRANCES E NORTON EL","N","COLLIN","043","E","ALLEN ISD","KG - 06","E"," "," ","10"
"043901104","EWMN","GENE M REED EL","N","COLLIN","043","E","ALLEN ISD","KG - 06","E"," "," ","10"
"043901109","AEMN","GEORGE J ANDERSON EL","N","COLLIN","043","E","ALLEN ISD","KG - 06","E"," "," ","10"
"043901112","AEWMN","JAMES AND MARGIE MARION EL","N","COLLIN","043","E","ALLEN ISD","KG - 06","E"," "," ","10"
"043901111","AEWMN","KERR EL","N","COLLIN","043","E","ALLEN ISD","EE - 06","E"," "," ","10"
"043901002","E","LOWERY FRESHMAN CENTER","N","COLLIN","043","R","ALLEN ISD","08 - 09","M"," "," ","10"
"043901115","EWMN","MARY EVANS EL","N","COLLIN","043","E","ALLEN ISD","KG - 06","E"," "," ","10"
"043901106","AEWMN","MAX O VAUGHAN EL","N","COLLIN","043","E","ALLEN ISD","KG - 06","E"," "," ","10"
"043901042","AEWS","W E PETE FORD MIDDLE","N","COLLIN","043","R","ALLEN ISD","07 - 08","M"," "," ","10"
"043901043","AEWSY","WALTER & LOIS CURTIS MIDDLE","N","COLLIN","043","R","ALLEN ISD","07 - 08","M"," "," ","10"
"057832001"," ","ALPHA CHARTER SCHOOL","Y","DALLAS","057","2","ALPHA CHARTER SCHOOL","KG - 12","B"," "," ","10"
"022901101","Z","ALPINE EL","N","BREWSTER","022","R","ALPINE ISD","EE - 04","E"," "," ","18"
"022901001","RVJS","ALPINE H S","N","BREWSTER","022","A","ALPINE ISD","09 - 12","S"," "," ","18"
"022901041","EWNSZ","ALPINE MIDDLE","N","BREWSTER","022","R","ALPINE ISD","05 - 08","M"," "," ","18"
"037901101"," ","ALTO EL","N","CHEROKEE","037","R","ALTO ISD","PK - 04","E"," "," ","07"
"037901001","VJ","ALTO H S","N","CHEROKEE","037","A","ALTO ISD","09 - 12","S"," "," ","07"
"037901041","AWZ","ALTO MIDDLE","N","CHEROKEE","037","A","ALTO ISD","05 - 08","M"," "," ","07"
"126901102","E","ALVARADO EL-NORTH","N","JOHNSON","126","R","ALVARADO ISD","EE - 03","E"," "," ","11"
"126901101","E","ALVARADO EL-SOUTH","N","JOHNSON","126","R","ALVARADO ISD","EE - 03","E"," "," ","11"
"126901001","S","ALVARADO H S","N","JOHNSON","126","A","ALVARADO ISD","09 - 12","S"," "," ","11"
"126901104","AX","ALVARADO INT","N","JOHNSON","126","R","ALVARADO ISD","04 - 08","M"," "," ","11"
"126901041"," ","ALVARADO J H","N","JOHNSON","126","A","ALVARADO ISD","07 - 08","M"," "," ","11"
"126901103"," ","LILLIAN EL","N","JOHNSON","126","R","ALVARADO ISD","PK - 03","E"," "," ","11"
"020901101","EMN","ALVIN ELEMENTARY","N","BRAZORIA","020","R","ALVIN ISD","03 - 05","E"," "," ","04"
"020901001","VJS","ALVIN H S","N","BRAZORIA","020","A","ALVIN ISD","09 - 12","S"," "," ","04"
