CAMPUS,CACKDTL,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
"101902108"," ","LANE SCHOOL","N","HARRIS","101","X","ALDINE ISD","EE - 12","B"," "," ","04"
"101902003","VS","MACARTHUR HIGH SCHOOL","N","HARRIS","101","R","ALDINE ISD","09 - 12","S"," "," ","04"
"101902083","AY","MACARTHUR NINTH GRADE SCHOOL","N","HARRIS","101","A","ALDINE ISD","09 - 09","S"," "," ","04"
"101902120"," ","MAGRILL ELEMENTARY","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902109","AEWM","MENDEL ELEMENTARY","N","HARRIS","101","E","ALDINE ISD","KG - 04","E"," "," ","04"
"101902005"," ","NIMITZ HIGH SCHOOL","N","HARRIS","101","A","ALDINE ISD","09 - 12","S"," "," ","04"
"101902085","Y","NIMITZ NINTH GRADE SCHOOL","N","HARRIS","101","A","ALDINE ISD","09 - 09","S"," "," ","04"
"101902115","A","ODOM ELEMENTARY","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902111","AEWM","OLESON ELEMENTARY","N","HARRIS","101","E","ALDINE ISD","KG - 04","E"," "," ","04"
"101902112","EM","ORANGE GROVE ELEMENTARY","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902065","EZ","PARKER INTERMEDIATE","N","HARRIS","101","A","ALDINE ISD","05 - 06","M"," "," ","04"
"101902051","X","PLUMMER MIDDLE SCHOOL","N","HARRIS","101","R","ALDINE ISD","07 - 08","M"," "," ","04"
"101902113","EW","RAYMOND ACADEMY","N","HARRIS","101","E","ALDINE ISD","KG - 04","E"," "," ","04"
"101902104"," ","REECE ACADEMY","N","HARRIS","101","X","ALDINE ISD","PK - KG","E"," "," ","04"
"101902068","EMNZ","REED ACADEMY","N","HARRIS","101","R","ALDINE ISD","05 - 06","M"," "," ","04"
"101902118","MX","SAMMONS ELEMENTARY","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902047","X","SHOTWELL MIDDLE","N","HARRIS","101","A","ALDINE ISD","07 - 08","M"," "," ","04"
"101902114","Y","SMITH ACADEMY","N","HARRIS","101","A","ALDINE ISD","KG - 04","E"," "," ","04"
"101902132","MX","SPENCE EL","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902064","EMZ","STEHLIK INTERMEDIATE","N","HARRIS","101","R","ALDINE ISD","05 - 06","M"," "," ","04"
"101902119","EWM","STEPHENS ELEMENTARY","N","HARRIS","101","E","ALDINE ISD","KG - 04","E"," "," ","04"
"101902127"," ","STOVALL ACADEMY","N","HARRIS","101","R","ALDINE ISD","KG - 04","E"," "," ","04"
"101902044","SX","STOVALL MIDDLE","N","HARRIS","101","R","ALDINE ISD","07 - 08","M"," "," ","04"
"101902045","EX","TEAGUE MIDDLE","N","HARRIS","101","R","ALDINE ISD","07 - 08","M"," "," ","04"
"101902117","AEWMY","THOMPSON ELEMENTARY","N","HARRIS","101","E","ALDINE ISD","KG - 04","E"," "," ","04"
"101902154"," ","VINES EC/PRE-K CENTER","N","HARRIS","101","X","ALDINE ISD","EE - PK","E"," "," ","04"
"101902067","EZ","WILSON INTERMEDIATE","N","HARRIS","101","A","ALDINE ISD","05 - 06","M"," "," ","04"
"101902110","AEMY","WORSHAM ELEMENTARY","N","HARRIS","101","E","ALDINE ISD","KG - 04","E"," "," ","04"
"184907001","PRUVS","ALEDO HIGH SCHOOL","N","PARKER","184","A","ALEDO ISD","09 - 12","S"," "," ","11"
"184907002"," ","ALEDO LEARNING CENTER","N","PARKER","184","X","ALEDO ISD","09 - 12","S"," "," ","11"
"184907041","EWMSX","ALEDO MIDDLE SCHOOL","N","PARKER","184","A","ALEDO ISD","07 - 08","M"," "," ","11"
"184907102","WM","CODER ELEMENTARY","N","PARKER","184","R","ALEDO ISD","EE - 05","E"," "," ","11"
"184907110","EMZ","MCANALLY INTERMEDIATE","N","PARKER","184","E","ALEDO ISD","06 - 06","M"," "," ","11"
"184907103","EWMN","STUARD ELEMENTARY","N","PARKER","184","E","ALEDO ISD","KG - 05","E"," "," ","11"
"184907101","EWMN","VANDAGRIFF ELEMENTARY","N","PARKER","184","E","ALEDO ISD","KG - 05","E"," "," ","11"
"125901043","WX","ADAMS MIDDLE","N","JIM WELLS","125","A","ALICE ISD","07 - 08","M"," "," ","02"
"125901001"," ","ALICE H S","N","JIM WELLS","125","L","ALICE ISD","09 - 12","S"," "," ","02"
"125901041"," ","DUBOSE INTERMEDIATE","N","JIM WELLS","125","A","ALICE ISD","05 - 06","M"," "," ","02"
"125901102","E","GARCIA EL","N","JIM WELLS","125","A","ALICE ISD","KG - 04","E"," "," ","02"
"125901101","M","HILLCREST EL","N","JIM WELLS","125","R","ALICE ISD","KG - 04","E"," "," ","02"
"125901042"," ","MEMORIAL INTERMEDIATE","N","JIM WELLS","125","A","ALICE ISD","05 - 06","M"," "," ","02"
"125901104","EWM","NOONAN EL","N","JIM WELLS","125","R","ALICE ISD","EE - 04","E"," "," ","02"
"125901105"," ","SAENZ EL","N","JIM WELLS","125","A","ALICE ISD","EE - 04","E"," "," ","02"
"125901106","WZ","SALAZAR EL","N","JIM WELLS","125","A","ALICE ISD","KG - 04","E"," "," ","02"
"125901107","EW","SCHALLERT EL","N","JIM WELLS","125","R","ALICE ISD","PK - 04","E"," "," ","02"
"101903199"," ","ADMIN SERVICES","N","HARRIS","101","X","ALIEF ISD","07 - 12","S"," "," ","04"
"101903045","EWS","ALBRIGHT MIDDLE","N","HARRIS","101","R","ALIEF ISD","07 - 08","M"," "," ","04"
"101903114"," ","ALEXANDER EL","N","HARRIS","101","A","ALIEF ISD","EE - 04","E"," "," ","04"
"101903047"," ","ALIEF ISD J J A E P","N","HARRIS","101","X","ALIEF ISD","05 - 11","B"," "," ","04"
"101903041"," ","ALIEF MIDDLE","N","HARRIS","101","A","ALIEF ISD","06 - 08","M"," "," ","04"
"101903118","Z","BEST EL","N","HARRIS","101","A","ALIEF ISD","EE - 04","E"," "," ","04"
"101903102","E","BOONE EL","N","HARRIS","101","R","ALIEF ISD","PK - 04","E"," "," ","04"
"101903145","EZ","BUDEWIG INTERMEDIATE","N","HARRIS","101","A","ALIEF ISD","05 - 06","M"," "," ","04"
"101903121","EW","BUSH EL","N","HARRIS","101","A","ALIEF ISD","PK - 04","E"," "," ","04"
"101903104"," ","CHAMBERS EL","N","HARRIS","101","R","ALIEF ISD","EE - 04","E"," "," ","04"
"101903108","MZ","CHANCELLOR EL","N","HARRIS","101","R","ALIEF ISD","EE - 05","E"," "," ","04"
"101903122","NZ","COLLINS ELEMENTARY","N","HARRIS","101","R","ALIEF ISD","PK - 05","E"," "," ","04"
"101903112"," ","CUMMINGS EL","N","HARRIS","101","A","ALIEF ISD","EE - 04","E"," "," ","04"
"101903002"," ","ELSIK H S","N","HARRIS","101","A","ALIEF ISD","09 - 12","S"," "," ","04"
"101903001"," ","HASTINGS H S","N","HARRIS","101","A","ALIEF ISD","09 - 12","S"," "," ","04"
"101903115","Z","HEARNE EL","N","HARRIS","101","R","ALIEF ISD","EE - 04","E"," "," ","04"
"101903111","X","HEFLIN EL","N","HARRIS","101","A","ALIEF ISD","EE - 04","E"," "," ","04"
"101903120"," ","HICKS EL","N","HARRIS","101","R","ALIEF ISD","PK - 04","E"," "," ","04"
"101903044"," ","HOLUB MIDDLE","N","HARRIS","101","A","ALIEF ISD","07 - 08","M"," "," ","04"
"101903123","X","HORN EL","N","HARRIS","101","A","ALIEF ISD","PK - 04","E"," "," ","04"
"101903107","A","KENNEDY EL","N","HARRIS","101","R","ALIEF ISD","EE - 04","E"," "," ","04"
"101903006","APRUVESY","KERR H S","N","HARRIS","101","R","ALIEF ISD","09 - 12","S"," "," ","04"
"101903043","S","KILLOUGH MIDDLE","N","HARRIS","101","A","ALIEF ISD","07 - 08","M"," "," ","04"
"101903141","Y","KLENTZMAN INT","N","HARRIS","101","A","ALIEF ISD","05 - 06","M"," "," ","04"
"101903116"," ","LANDIS EL","N","HARRIS","101","A","ALIEF ISD","PK - 04","E"," "," ","04"
"101903109","Y","LIESTMAN EL","N","HARRIS","101","A","ALIEF ISD","PK - 06","E"," "," ","04"
"101903106","X","MAHANAY EL","N","HARRIS","101","R","ALIEF ISD","EE - 04","E"," "," ","04"
"101903103","X","MARTIN EL","N","HARRIS","101","A","ALIEF ISD","EE - 04","E"," "," ","04"
"101903143","EMY","MATA INTERMEDIATE","N","HARRIS","101","A","ALIEF ISD","05 - 06","M"," "," ","04"
"101903144","AEZ","MILLER INTERMEDIATE","N","HARRIS","101","A","ALIEF ISD","05 - 07","M"," "," ","04"
"101903046"," ","O'DONNELL MIDDLE","N","HARRIS","101","A","ALIEF ISD","07 - 08","M"," "," ","04"
"101903042"," ","OLLE MIDDLE","N","HARRIS","101","A","ALIEF ISD","06 - 08","M"," "," ","04"
"101903119","EMZ","OUTLEY EL","N","HARRIS","101","E","ALIEF ISD","PK - 04","E"," "," ","04"
"101903140","EY","OWENS INT","N","HARRIS","101","A","ALIEF ISD","05 - 06","M"," "," ","04"
"101903110"," ","PETROSKY EL","N","HARRIS","101","R","ALIEF ISD","EE - 04","E"," "," ","04"
"101903113"," ","REES EL","N","HARRIS","101","R","ALIEF ISD","EE - 04","E"," "," ","04"
"101903105","WY","SMITH EL","N","HARRIS","101","R","ALIEF ISD","PK - 04","E"," "," ","04"
"101903117","W","SNEED EL","N","HARRIS","101","R","ALIEF ISD","EE - 04","E"," "," ","04"
"101903003"," ","TAYLOR HIGH SCHOOL","N","HARRIS","101","A","ALIEF ISD","09 - 12","S"," "," ","04"
"101903101","Y","YOUENS EL","N","HARRIS","101","A","ALIEF ISD","EE - 05","E"," "," ","04"
"101903142","Y","YOUNGBLOOD INT","N","HARRIS","101","A","ALIEF ISD","05 - 06","M"," "," ","04"
"101815101","AEM","ALIEF MONTESSORI COMMUNITY SCHOOL","Y","HARRIS","101","R","ALIEF MONTESSORI COMMUNITY SCHOOL","PK - 03","E"," "," ","04"
"043901001","APS","ALLEN H S","N","COLLIN","043","A","ALLEN ISD","09 - 12","S"," "," ","10"
"043901102","EMY","ALTON BOYD EL","N","COLLIN","043","R","ALLEN ISD","EE - 06","E"," "," ","10"
"043901105","AEWMNY","ALVIS C STORY EL","N","COLLIN","043","E","ALLEN ISD","EE - 06","E"," "," ","10"
"043901110","AEWMNY","BOLIN ELEMENTARY SCHOOL","N","COLLIN","043","E","ALLEN ISD","EE - 06","E"," "," ","10"
"043901114","EWMN","CARLENA CHANDLER EL","N","COLLIN","043","R","ALLEN ISD","EE - 06","E"," "," ","10"
"043901003"," ","COLLIN CO J J A E P","N","COLLIN","043","X","ALLEN ISD","08 - 12","S"," "," ","10"
"043901101","ENY","D L ROUNTREE EL","N","COLLIN","043","R","ALLEN ISD","EE - 06","E"," "," ","10"
"043901113","AEWMNY","DR E T BOON EL","N","COLLIN","043","E","ALLEN ISD","KG - 06","E"," "," ","10"
"043901044","EWS","ERECKSON MS","N","COLLIN","043","R","ALLEN ISD","07 - 08","M"," "," ","10"
"043901107","AEWMNY","FLOSSIE FLOYD GREEN EL","N","COLLIN","043","E","ALLEN ISD","KG - 06","E"," "," ","10"
"043901108","AEWMNY","FRANCES E NORTON EL","N","COLLIN","043","E","ALLEN ISD","EE - 06","E"," "," ","10"
"043901104","EWMNY","GENE M REED EL","N","COLLIN","043","R","ALLEN ISD","KG - 06","E"," "," ","10"
"043901109","AEWMNZ","GEORGE J ANDERSON EL","N","COLLIN","043","E","ALLEN ISD","EE - 06","E"," "," ","10"
"043901112","AEWMNY","JAMES AND MARGIE MARION ELEMENTAR","N","COLLIN","043","R","ALLEN ISD","KG - 06","E"," "," ","10"
"043901111","AEWMNY","KERR ELEMENTARY SCHOOL","N","COLLIN","043","E","ALLEN ISD","EE - 06","E"," "," ","10"
"043901002","AEY","LOWERY FRESHMAN CENTER","N","COLLIN","043","A","ALLEN ISD","09 - 09","S"," "," ","10"
"043901106","AEWMNY","MAX O VAUGHAN EL","N","COLLIN","043","E","ALLEN ISD","EE - 06","E"," "," ","10"
"043901042","AEWS","W E PETE FORD MIDDLE","N","COLLIN","043","R","ALLEN ISD","07 - 08","M"," "," ","10"
"043901043","AEWS","WALTER & LOIS CURTIS MIDDLE","N","COLLIN","043","R","ALLEN ISD","07 - 08","M"," "," ","10"
"057832001"," ","ALPHA CHARTER SCHOOL","Y","DALLAS","057","L","ALPHA CHARTER SCHOOL","KG - 12","B"," "," ","10"
"101817001"," ","ALPHONSO CRUTCH'S-LIFE SUPPORT CE","Y","HARRIS","101","2","ALPHONSO CRUTCH'S-LIFE SUPPORT CEN","06 - 12","B"," "," ","04"
"022901101","W","ALPINE EL","N","BREWSTER","022","A","ALPINE ISD","EE - 04","E"," "," ","18"
"022901001","RZ","ALPINE H S","N","BREWSTER","022","A","ALPINE ISD","09 - 12","S"," "," ","18"
"022901041","SY","ALPINE MIDDLE","N","BREWSTER","022","R","ALPINE ISD","05 - 08","M"," "," ","18"
"037901101","Z","ALTO EL","N","CHEROKEE","037","A","ALTO ISD","PK - 04","E"," "," ","07"
"037901001","AV","ALTO H S","N","CHEROKEE","037","A","ALTO ISD","09 - 12","S"," "," ","07"
"037901041","ANS","ALTO MIDDLE","N","CHEROKEE","037","A","ALTO ISD","05 - 08","M"," "," ","07"
"126901102","X","ALVARADO EL-NORTH","N","JOHNSON","126","R","ALVARADO ISD","EE - 04","E"," "," ","11"
"126901101","WX","ALVARADO EL-SOUTH","N","JOHNSON","126","R","ALVARADO ISD","PK - 04","E"," "," ","11"
"126901001","USY","ALVARADO H S","N","JOHNSON","126","A","ALVARADO ISD","08 - 12","S"," "," ","11"
"126901104","EY","ALVARADO INT","N","JOHNSON","126","A","ALVARADO ISD","05 - 08","M"," "," ","11"
"126901041"," ","ALVARADO J H","N","JOHNSON","126","A","ALVARADO ISD","07 - 08","M"," "," ","11"
"126901003"," ","JUVENILE JUSTICE ALTERNATIVE","N","JOHNSON","126","X","ALVARADO ISD","09 - 11","S"," "," ","11"
"126901103","W","LILLIAN EL","N","JOHNSON","126","R","ALVARADO ISD","PK - 04","E"," "," ","11"
"020901101","EWMNY","ALVIN ELEMENTARY","N","BRAZORIA","020","R","ALVIN ISD","04 - 06","E"," "," ","04"
"020901001","V","ALVIN HIGH SCHOOL","N","BRAZORIA","020","A","ALVIN ISD","09 - 12","S"," "," ","04"
"020901041"," ","ALVIN J H","N","BRAZORIA","020","R","ALVIN ISD","07 - 08","M"," "," ","04"
"020901102","EM","ALVIN PRI","N","BRAZORIA","020","R","ALVIN ISD","EE - 03","E"," "," ","04"
"020901200"," ","ALVIN REACH SCHOOL","N","BRAZORIA","020","X","ALVIN ISD","01 - 12","B"," "," ","04"
